image name,nuclei counted 
out_opt_flow_registered_X17_Y2_c03_DAPI.tif,243
out_opt_flow_registered_X14_Y6_c04_DAPI.tif,324
out_opt_flow_registered_X19_Y1_c01_DAPI.tif,89
out_opt_flow_registered_X18_Y8_c04_DAPI.tif,211
out_opt_flow_registered_X17_Y5_c02_DAPI.tif,322
out_opt_flow_registered_X17_Y5_c03_DAPI.tif,304
out_opt_flow_registered_X14_Y1_c04_DAPI.tif,295
out_opt_flow_registered_X19_Y10_c01_DAPI.tif,258
out_opt_flow_registered_X15_Y8_c01_DAPI.tif,373
out_opt_flow_registered_X16_Y4_c01_DAPI.tif,307
out_opt_flow_registered_X18_Y10_c02_DAPI.tif,236
out_opt_flow_registered_X18_Y10_c03_DAPI.tif,282
out_opt_flow_registered_X14_Y9_c02_DAPI.tif,286
out_opt_flow_registered_X14_Y9_c03_DAPI.tif,279
out_opt_flow_registered_X16_Y3_c01_DAPI.tif,217
out_opt_flow_registered_X18_Y7_c03_DAPI.tif,280
out_opt_flow_registered_X18_Y7_c02_DAPI.tif,281
out_opt_flow_registered_X16_Y10_c04_DAPI.tif,237
out_opt_flow_registered_X15_Y10_c01_DAPI.tif,285
out_opt_flow_registered_X19_Y7_c04_DAPI.tif,305
out_opt_flow_registered_X17_Y11_c02_DAPI.tif,219
out_opt_flow_registered_X17_Y11_c03_DAPI.tif,195
out_opt_flow_registered_X14_Y7_c01_DAPI.tif,321
out_opt_flow_registered_X18_Y9_c01_DAPI.tif,214
out_opt_flow_registered_X14_Y0_c01_DAPI.tif,111
out_opt_flow_registered_X19_Y11_c04_DAPI.tif,356
out_opt_flow_registered_X15_Y9_c04_DAPI.tif,277
out_opt_flow_registered_X20_Y13_c04_DAPI.tif,113
out_opt_flow_registered_X12_Y5_c03_DAPI.tif,265
out_opt_flow_registered_X12_Y5_c02_DAPI.tif,278
out_opt_flow_registered_X10_Y14_c03_DAPI.tif,258
out_opt_flow_registered_X10_Y14_c02_DAPI.tif,297
out_opt_flow_registered_X20_Y8_c04_DAPI.tif,239
out_opt_flow_registered_X10_Y8_c01_DAPI.tif,326
out_opt_flow_registered_X11_Y1_c04_DAPI.tif,89
out_opt_flow_registered_X12_Y2_c03_DAPI.tif,264
out_opt_flow_registered_X12_Y2_c02_DAPI.tif,252
out_opt_flow_registered_X10_Y13_c03_DAPI.tif,347
out_opt_flow_registered_X10_Y13_c02_DAPI.tif,349
out_opt_flow_registered_X11_Y6_c04_DAPI.tif,155
out_opt_flow_registered_X21_Y6_c01_DAPI.tif,293
out_opt_flow_registered_X13_Y2_c04_DAPI.tif,219
out_opt_flow_registered_X11_Y12_c04_DAPI.tif,294
out_opt_flow_registered_X12_Y12_c01_DAPI.tif,202
out_opt_flow_registered_X10_Y6_c02_DAPI.tif,379
out_opt_flow_registered_X10_Y6_c03_DAPI.tif,361
out_opt_flow_registered_X12_Y15_c01_DAPI.tif,232
out_opt_flow_registered_X23_Y5_c01_DAPI.tif,42
out_opt_flow_registered_X11_Y15_c04_DAPI.tif,255
out_opt_flow_registered_X13_Y5_c04_DAPI.tif,325
out_opt_flow_registered_X21_Y8_c03_DAPI.tif,240
out_opt_flow_registered_X21_Y8_c02_DAPI.tif,246
out_opt_flow_registered_X21_Y12_c03_DAPI.tif,81
out_opt_flow_registered_X21_Y12_c02_DAPI.tif,169
out_opt_flow_registered_X20_Y2_c02_DAPI.tif,126
out_opt_flow_registered_X20_Y2_c03_DAPI.tif,119
out_opt_flow_registered_X13_Y6_c01_DAPI.tif,366
out_opt_flow_registered_X23_Y6_c04_DAPI.tif,75
out_opt_flow_registered_X20_Y5_c02_DAPI.tif,243
out_opt_flow_registered_X20_Y5_c03_DAPI.tif,242
out_opt_flow_registered_X12_Y11_c04_DAPI.tif,210
out_opt_flow_registered_X11_Y11_c01_DAPI.tif,303
out_opt_flow_registered_X13_Y1_c01_DAPI.tif,300
out_opt_flow_registered_X22_Y8_c01_DAPI.tif,218
out_opt_flow_registered_X12_Y8_c04_DAPI.tif,349
out_opt_flow_registered_X13_Y10_c03_DAPI.tif,246
out_opt_flow_registered_X13_Y10_c02_DAPI.tif,260
out_opt_flow_registered_X21_Y5_c04_DAPI.tif,272
out_opt_flow_registered_X11_Y5_c01_DAPI.tif,332
out_opt_flow_registered_X13_Y8_c02_DAPI.tif,303
out_opt_flow_registered_X13_Y8_c03_DAPI.tif,309
out_opt_flow_registered_X11_Y2_c01_DAPI.tif,289
out_opt_flow_registered_X21_Y2_c04_DAPI.tif,11
out_opt_flow_registered_X20_Y10_c01_DAPI.tif,146
out_opt_flow_registered_X22_Y6_c03_DAPI.tif,288
out_opt_flow_registered_X22_Y6_c02_DAPI.tif,271
out_opt_flow_registered_X14_Y3_c04_DAPI.tif,267
out_opt_flow_registered_X19_Y12_c01_DAPI.tif,315
out_opt_flow_registered_X14_Y15_c02_DAPI.tif,301
out_opt_flow_registered_X19_Y3_c01_DAPI.tif,272
out_opt_flow_registered_X14_Y15_c03_DAPI.tif,311
out_opt_flow_registered_X17_Y7_c02_DAPI.tif,255
out_opt_flow_registered_X17_Y7_c03_DAPI.tif,251
out_opt_flow_registered_X14_Y4_c04_DAPI.tif,381
out_opt_flow_registered_X19_Y4_c01_DAPI.tif,294
out_opt_flow_registered_X14_Y12_c02_DAPI.tif,340
out_opt_flow_registered_X14_Y12_c03_DAPI.tif,332
out_opt_flow_registered_X17_Y0_c02_DAPI.tif,59
out_opt_flow_registered_X17_Y0_c03_DAPI.tif,61
out_opt_flow_registered_X15_Y4_c03_DAPI.tif,287
out_opt_flow_registered_X15_Y13_c04_DAPI.tif,242
out_opt_flow_registered_X15_Y4_c02_DAPI.tif,270
out_opt_flow_registered_X16_Y13_c01_DAPI.tif,310
out_opt_flow_registered_X17_Y9_c01_DAPI.tif,223
out_opt_flow_registered_X16_Y0_c04_DAPI.tif,63
out_opt_flow_registered_X15_Y3_c03_DAPI.tif,203
out_opt_flow_registered_X15_Y3_c02_DAPI.tif,207
out_opt_flow_registered_X16_Y14_c01_DAPI.tif,151
out_opt_flow_registered_X15_Y14_c04_DAPI.tif,215
out_opt_flow_registered_X16_Y7_c04_DAPI.tif,307
out_opt_flow_registered_X10_Y12_c02_DAPI.tif,388
out_opt_flow_registered_X10_Y12_c03_DAPI.tif,397
out_opt_flow_registered_X21_Y7_c01_DAPI.tif,272
out_opt_flow_registered_X11_Y7_c04_DAPI.tif,261
out_opt_flow_registered_X12_Y3_c02_DAPI.tif,247
out_opt_flow_registered_X12_Y3_c03_DAPI.tif,255
out_opt_flow_registered_X10_Y15_c02_DAPI.tif,266
out_opt_flow_registered_X10_Y15_c03_DAPI.tif,264
out_opt_flow_registered_X10_Y9_c01_DAPI.tif,331
out_opt_flow_registered_X20_Y9_c04_DAPI.tif,259
out_opt_flow_registered_X12_Y4_c02_DAPI.tif,301
out_opt_flow_registered_X12_Y4_c03_DAPI.tif,306
out_opt_flow_registered_X20_Y12_c04_DAPI.tif,276
out_opt_flow_registered_X21_Y9_c02_DAPI.tif,275
out_opt_flow_registered_X21_Y9_c03_DAPI.tif,245
out_opt_flow_registered_X11_Y14_c04_DAPI.tif,241
out_opt_flow_registered_X13_Y4_c04_DAPI.tif,238
out_opt_flow_registered_X12_Y14_c01_DAPI.tif,195
out_opt_flow_registered_X23_Y4_c01_DAPI.tif,8413
out_opt_flow_registered_X10_Y7_c03_DAPI.tif,334
out_opt_flow_registered_X10_Y7_c02_DAPI.tif,355
out_opt_flow_registered_X12_Y13_c01_DAPI.tif,186
out_opt_flow_registered_X13_Y3_c04_DAPI.tif,254
out_opt_flow_registered_X11_Y13_c04_DAPI.tif,231
out_opt_flow_registered_X15_Y11_c01_DAPI.tif,521
out_opt_flow_registered_X16_Y11_c04_DAPI.tif,252
out_opt_flow_registered_X16_Y2_c01_DAPI.tif,240
out_opt_flow_registered_X18_Y6_c02_DAPI.tif,345
out_opt_flow_registered_X18_Y6_c03_DAPI.tif,360
out_opt_flow_registered_X14_Y8_c03_DAPI.tif,385
out_opt_flow_registered_X14_Y8_c02_DAPI.tif,363
out_opt_flow_registered_X16_Y5_c01_DAPI.tif,284
out_opt_flow_registered_X18_Y11_c03_DAPI.tif,258
out_opt_flow_registered_X18_Y1_c02_DAPI.tif,208
out_opt_flow_registered_X18_Y11_c02_DAPI.tif,243
out_opt_flow_registered_X18_Y1_c03_DAPI.tif,175
out_opt_flow_registered_X15_Y8_c04_DAPI.tif,288
out_opt_flow_registered_X19_Y10_c04_DAPI.tif,239
out_opt_flow_registered_X14_Y1_c01_DAPI.tif,265
out_opt_flow_registered_X18_Y8_c01_DAPI.tif,210
out_opt_flow_registered_X19_Y1_c04_DAPI.tif,92
out_opt_flow_registered_X14_Y6_c01_DAPI.tif,324
out_opt_flow_registered_X17_Y10_c03_DAPI.tif,166
out_opt_flow_registered_X17_Y10_c02_DAPI.tif,209
out_opt_flow_registered_X19_Y6_c04_DAPI.tif,238
out_opt_flow_registered_X14_Y13_c03_DAPI.tif,282
out_opt_flow_registered_X14_Y13_c02_DAPI.tif,309
out_opt_flow_registered_X19_Y5_c01_DAPI.tif,268
out_opt_flow_registered_X17_Y1_c03_DAPI.tif,223
out_opt_flow_registered_X17_Y1_c02_DAPI.tif,231
out_opt_flow_registered_X19_Y14_c01_DAPI.tif,13
out_opt_flow_registered_X14_Y5_c04_DAPI.tif,371
out_opt_flow_registered_X14_Y14_c03_DAPI.tif,261
out_opt_flow_registered_X19_Y2_c01_DAPI.tif,279
out_opt_flow_registered_X14_Y14_c02_DAPI.tif,248
out_opt_flow_registered_X17_Y6_c03_DAPI.tif,267
out_opt_flow_registered_X17_Y6_c02_DAPI.tif,310
out_opt_flow_registered_X19_Y13_c01_DAPI.tif,335
out_opt_flow_registered_X14_Y2_c04_DAPI.tif,245
out_opt_flow_registered_X16_Y6_c04_DAPI.tif,272
out_opt_flow_registered_X15_Y15_c04_DAPI.tif,201
out_opt_flow_registered_X16_Y15_c01_DAPI.tif,150
out_opt_flow_registered_X15_Y2_c02_DAPI.tif,212
out_opt_flow_registered_X15_Y2_c03_DAPI.tif,223
out_opt_flow_registered_X16_Y1_c04_DAPI.tif,301
out_opt_flow_registered_X17_Y8_c01_DAPI.tif,282
out_opt_flow_registered_X16_Y12_c01_DAPI.tif,191
out_opt_flow_registered_X15_Y5_c02_DAPI.tif,344
out_opt_flow_registered_X15_Y12_c04_DAPI.tif,258
out_opt_flow_registered_X15_Y5_c03_DAPI.tif,334
out_opt_flow_registered_X12_Y9_c04_DAPI.tif,283
out_opt_flow_registered_X22_Y9_c01_DAPI.tif,224
out_opt_flow_registered_X11_Y10_c01_DAPI.tif,207
out_opt_flow_registered_X13_Y0_c01_DAPI.tif,126
out_opt_flow_registered_X12_Y10_c04_DAPI.tif,204
out_opt_flow_registered_X20_Y4_c03_DAPI.tif,267
out_opt_flow_registered_X20_Y4_c02_DAPI.tif,270
out_opt_flow_registered_X23_Y7_c04_DAPI.tif,80
out_opt_flow_registered_X13_Y7_c01_DAPI.tif,371
out_opt_flow_registered_X20_Y3_c03_DAPI.tif,310
out_opt_flow_registered_X20_Y3_c02_DAPI.tif,302
out_opt_flow_registered_X22_Y10_c02_DAPI.tif,151
out_opt_flow_registered_X22_Y10_c03_DAPI.tif,137
out_opt_flow_registered_X22_Y7_c02_DAPI.tif,251
out_opt_flow_registered_X22_Y7_c03_DAPI.tif,253
out_opt_flow_registered_X20_Y11_c01_DAPI.tif,402
out_opt_flow_registered_X21_Y3_c04_DAPI.tif,163
out_opt_flow_registered_X11_Y3_c01_DAPI.tif,316
out_opt_flow_registered_X13_Y9_c03_DAPI.tif,246
out_opt_flow_registered_X13_Y9_c02_DAPI.tif,288
out_opt_flow_registered_X13_Y11_c02_DAPI.tif,315
out_opt_flow_registered_X13_Y11_c03_DAPI.tif,288
out_opt_flow_registered_X11_Y4_c01_DAPI.tif,311
out_opt_flow_registered_X21_Y4_c04_DAPI.tif,271
out_opt_flow_registered_X13_Y15_c01_DAPI.tif,234
out_opt_flow_registered_X10_Y15_c04_DAPI.tif,276
out_opt_flow_registered_X20_Y9_c02_DAPI.tif,258
out_opt_flow_registered_X20_Y9_c03_DAPI.tif,244
out_opt_flow_registered_X20_Y12_c02_DAPI.tif,286
out_opt_flow_registered_X20_Y12_c03_DAPI.tif,269
out_opt_flow_registered_X12_Y4_c04_DAPI.tif,297
out_opt_flow_registered_X22_Y4_c01_DAPI.tif,142
out_opt_flow_registered_X10_Y12_c04_DAPI.tif,367
out_opt_flow_registered_X13_Y12_c01_DAPI.tif,318
out_opt_flow_registered_X11_Y7_c03_DAPI.tif,278
out_opt_flow_registered_X11_Y7_c02_DAPI.tif,341
out_opt_flow_registered_X22_Y3_c01_DAPI.tif,32
out_opt_flow_registered_X12_Y3_c04_DAPI.tif,241
out_opt_flow_registered_X20_Y7_c01_DAPI.tif,214
out_opt_flow_registered_X10_Y7_c04_DAPI.tif,345
out_opt_flow_registered_X11_Y13_c02_DAPI.tif,252
out_opt_flow_registered_X13_Y3_c02_DAPI.tif,247
out_opt_flow_registered_X11_Y13_c03_DAPI.tif,246
out_opt_flow_registered_X13_Y3_c03_DAPI.tif,198
out_opt_flow_registered_X11_Y9_c01_DAPI.tif,277
out_opt_flow_registered_X21_Y9_c04_DAPI.tif,264
out_opt_flow_registered_X13_Y4_c02_DAPI.tif,287
out_opt_flow_registered_X11_Y14_c02_DAPI.tif,249
out_opt_flow_registered_X13_Y4_c03_DAPI.tif,326
out_opt_flow_registered_X11_Y14_c03_DAPI.tif,287
out_opt_flow_registered_X14_Y8_c04_DAPI.tif,339
out_opt_flow_registered_X15_Y1_c01_DAPI.tif,337
out_opt_flow_registered_X18_Y11_c04_DAPI.tif,258
out_opt_flow_registered_X19_Y8_c01_DAPI.tif,245
out_opt_flow_registered_X18_Y1_c04_DAPI.tif,165
out_opt_flow_registered_X16_Y11_c03_DAPI.tif,255
out_opt_flow_registered_X16_Y11_c02_DAPI.tif,250
out_opt_flow_registered_X15_Y6_c01_DAPI.tif,306
out_opt_flow_registered_X18_Y6_c04_DAPI.tif,307
out_opt_flow_registered_X19_Y6_c02_DAPI.tif,267
out_opt_flow_registered_X17_Y10_c04_DAPI.tif,211
out_opt_flow_registered_X14_Y10_c01_DAPI.tif,246
out_opt_flow_registered_X19_Y6_c03_DAPI.tif,249
out_opt_flow_registered_X17_Y2_c01_DAPI.tif,292
out_opt_flow_registered_X15_Y8_c03_DAPI.tif,322
out_opt_flow_registered_X19_Y10_c03_DAPI.tif,229
out_opt_flow_registered_X15_Y8_c02_DAPI.tif,327
out_opt_flow_registered_X19_Y10_c02_DAPI.tif,238
out_opt_flow_registered_X19_Y1_c02_DAPI.tif,101
out_opt_flow_registered_X19_Y1_c03_DAPI.tif,95
out_opt_flow_registered_X17_Y5_c01_DAPI.tif,327
out_opt_flow_registered_X17_Y14_c01_DAPI.tif,330
out_opt_flow_registered_X14_Y14_c04_DAPI.tif,268
out_opt_flow_registered_X17_Y6_c04_DAPI.tif,280
out_opt_flow_registered_X14_Y2_c02_DAPI.tif,229
out_opt_flow_registered_X14_Y2_c03_DAPI.tif,245
out_opt_flow_registered_X14_Y13_c04_DAPI.tif,294
out_opt_flow_registered_X17_Y13_c01_DAPI.tif,374
out_opt_flow_registered_X17_Y1_c04_DAPI.tif,231
out_opt_flow_registered_X16_Y8_c01_DAPI.tif,290
out_opt_flow_registered_X14_Y5_c02_DAPI.tif,377
out_opt_flow_registered_X14_Y5_c03_DAPI.tif,400
out_opt_flow_registered_X16_Y1_c03_DAPI.tif,298
out_opt_flow_registered_X16_Y1_c02_DAPI.tif,313
out_opt_flow_registered_X18_Y5_c01_DAPI.tif,274
out_opt_flow_registered_X15_Y12_c03_DAPI.tif,229
out_opt_flow_registered_X15_Y5_c04_DAPI.tif,352
out_opt_flow_registered_X15_Y12_c02_DAPI.tif,266
out_opt_flow_registered_X16_Y6_c03_DAPI.tif,282
out_opt_flow_registered_X16_Y6_c02_DAPI.tif,262
out_opt_flow_registered_X18_Y12_c01_DAPI.tif,404
out_opt_flow_registered_X18_Y2_c01_DAPI.tif,247
out_opt_flow_registered_X15_Y15_c03_DAPI.tif,224
out_opt_flow_registered_X15_Y15_c02_DAPI.tif,249
out_opt_flow_registered_X15_Y2_c04_DAPI.tif,218
out_opt_flow_registered_X23_Y7_c02_DAPI.tif,78
out_opt_flow_registered_X23_Y7_c03_DAPI.tif,69
out_opt_flow_registered_X20_Y3_c04_DAPI.tif,303
out_opt_flow_registered_X10_Y3_c01_DAPI.tif,219
out_opt_flow_registered_X21_Y10_c01_DAPI.tif,187
out_opt_flow_registered_X22_Y10_c04_DAPI.tif,138
out_opt_flow_registered_X12_Y9_c03_DAPI.tif,270
out_opt_flow_registered_X12_Y10_c02_DAPI.tif,207
out_opt_flow_registered_X12_Y9_c02_DAPI.tif,272
out_opt_flow_registered_X12_Y10_c03_DAPI.tif,187
out_opt_flow_registered_X10_Y4_c01_DAPI.tif,258
out_opt_flow_registered_X20_Y4_c04_DAPI.tif,257
out_opt_flow_registered_X13_Y9_c04_DAPI.tif,245
out_opt_flow_registered_X12_Y0_c01_DAPI.tif,126
out_opt_flow_registered_X13_Y11_c04_DAPI.tif,276
out_opt_flow_registered_X10_Y11_c01_DAPI.tif,263
out_opt_flow_registered_X21_Y4_c03_DAPI.tif,228
out_opt_flow_registered_X21_Y4_c02_DAPI.tif,290
out_opt_flow_registered_X22_Y7_c04_DAPI.tif,236
out_opt_flow_registered_X12_Y7_c01_DAPI.tif,289
out_opt_flow_registered_X21_Y3_c03_DAPI.tif,152
out_opt_flow_registered_X21_Y3_c02_DAPI.tif,177
out_opt_flow_registered_X18_Y7_c04_DAPI.tif,267
out_opt_flow_registered_X15_Y7_c01_DAPI.tif,433
out_opt_flow_registered_X16_Y10_c02_DAPI.tif,239
out_opt_flow_registered_X16_Y10_c03_DAPI.tif,250
out_opt_flow_registered_X19_Y9_c01_DAPI.tif,247
out_opt_flow_registered_X18_Y10_c04_DAPI.tif,246
out_opt_flow_registered_X15_Y0_c01_DAPI.tif,110
out_opt_flow_registered_X14_Y9_c04_DAPI.tif,264
out_opt_flow_registered_X14_Y16_c01_DAPI.tif,9
out_opt_flow_registered_X17_Y4_c01_DAPI.tif,259
out_opt_flow_registered_X19_Y11_c02_DAPI.tif,403
out_opt_flow_registered_X15_Y9_c02_DAPI.tif,286
out_opt_flow_registered_X19_Y11_c03_DAPI.tif,395
out_opt_flow_registered_X15_Y9_c03_DAPI.tif,276
out_opt_flow_registered_X19_Y7_c03_DAPI.tif,294
out_opt_flow_registered_X14_Y11_c01_DAPI.tif,332
out_opt_flow_registered_X17_Y11_c04_DAPI.tif,211
out_opt_flow_registered_X19_Y7_c02_DAPI.tif,359
out_opt_flow_registered_X17_Y3_c01_DAPI.tif,246
out_opt_flow_registered_X12_Y2_c04_DAPI.tif,227
out_opt_flow_registered_X13_Y13_c01_DAPI.tif,300
out_opt_flow_registered_X10_Y13_c04_DAPI.tif,363
out_opt_flow_registered_X11_Y6_c02_DAPI.tif,275
out_opt_flow_registered_X11_Y6_c03_DAPI.tif,338
out_opt_flow_registered_X22_Y5_c01_DAPI.tif,254
out_opt_flow_registered_X12_Y5_c04_DAPI.tif,278
out_opt_flow_registered_X20_Y13_c03_DAPI.tif,145
out_opt_flow_registered_X20_Y13_c02_DAPI.tif,122
out_opt_flow_registered_X10_Y14_c04_DAPI.tif,266
out_opt_flow_registered_X13_Y14_c01_DAPI.tif,300
out_opt_flow_registered_X20_Y8_c03_DAPI.tif,262
out_opt_flow_registered_X11_Y1_c02_DAPI.tif,138
out_opt_flow_registered_X20_Y8_c02_DAPI.tif,235
out_opt_flow_registered_X11_Y1_c03_DAPI.tif,148
out_opt_flow_registered_X13_Y5_c03_DAPI.tif,323
out_opt_flow_registered_X11_Y15_c03_DAPI.tif,265
out_opt_flow_registered_X13_Y5_c02_DAPI.tif,367
out_opt_flow_registered_X11_Y15_c02_DAPI.tif,283
out_opt_flow_registered_X21_Y8_c04_DAPI.tif,241
out_opt_flow_registered_X11_Y8_c01_DAPI.tif,328
out_opt_flow_registered_X21_Y12_c04_DAPI.tif,6
out_opt_flow_registered_X11_Y12_c03_DAPI.tif,264
out_opt_flow_registered_X13_Y2_c03_DAPI.tif,237
out_opt_flow_registered_X11_Y12_c02_DAPI.tif,270
out_opt_flow_registered_X13_Y2_c02_DAPI.tif,222
out_opt_flow_registered_X10_Y6_c04_DAPI.tif,356
out_opt_flow_registered_X20_Y6_c01_DAPI.tif,241
out_opt_flow_registered_X20_Y5_c04_DAPI.tif,231
out_opt_flow_registered_X10_Y5_c01_DAPI.tif,334
out_opt_flow_registered_X12_Y11_c03_DAPI.tif,209
out_opt_flow_registered_X12_Y8_c02_DAPI.tif,357
out_opt_flow_registered_X12_Y11_c02_DAPI.tif,260
out_opt_flow_registered_X12_Y8_c03_DAPI.tif,340
out_opt_flow_registered_X10_Y2_c01_DAPI.tif,210
out_opt_flow_registered_X20_Y2_c04_DAPI.tif,128
out_opt_flow_registered_X21_Y11_c01_DAPI.tif,231
out_opt_flow_registered_X23_Y6_c03_DAPI.tif,59
out_opt_flow_registered_X23_Y6_c02_DAPI.tif,61
out_opt_flow_registered_X21_Y2_c02_DAPI.tif,32
out_opt_flow_registered_X21_Y2_c03_DAPI.tif,28
out_opt_flow_registered_X12_Y6_c01_DAPI.tif,266
out_opt_flow_registered_X22_Y6_c04_DAPI.tif,233
out_opt_flow_registered_X10_Y10_c01_DAPI.tif,193
out_opt_flow_registered_X13_Y10_c04_DAPI.tif,212
out_opt_flow_registered_X21_Y5_c02_DAPI.tif,306
out_opt_flow_registered_X21_Y5_c03_DAPI.tif,295
out_opt_flow_registered_X12_Y1_c01_DAPI.tif,258
out_opt_flow_registered_X23_Y8_c01_DAPI.tif,53
out_opt_flow_registered_X13_Y8_c04_DAPI.tif,250
out_opt_flow_registered_X14_Y4_c03_DAPI.tif,334
out_opt_flow_registered_X14_Y4_c02_DAPI.tif,349
out_opt_flow_registered_X17_Y12_c01_DAPI.tif,247
out_opt_flow_registered_X14_Y12_c04_DAPI.tif,318
out_opt_flow_registered_X16_Y9_c01_DAPI.tif,244
out_opt_flow_registered_X17_Y0_c04_DAPI.tif,72
out_opt_flow_registered_X14_Y3_c03_DAPI.tif,251
out_opt_flow_registered_X14_Y3_c02_DAPI.tif,280
out_opt_flow_registered_X14_Y15_c04_DAPI.tif,307
out_opt_flow_registered_X17_Y15_c01_DAPI.tif,113
out_opt_flow_registered_X17_Y7_c04_DAPI.tif,218
out_opt_flow_registered_X15_Y3_c04_DAPI.tif,191
out_opt_flow_registered_X15_Y14_c02_DAPI.tif,223
out_opt_flow_registered_X15_Y14_c03_DAPI.tif,223
out_opt_flow_registered_X16_Y7_c02_DAPI.tif,296
out_opt_flow_registered_X16_Y7_c03_DAPI.tif,279
out_opt_flow_registered_X18_Y3_c01_DAPI.tif,204
out_opt_flow_registered_X18_Y13_c01_DAPI.tif,332
out_opt_flow_registered_X15_Y13_c02_DAPI.tif,270
out_opt_flow_registered_X15_Y4_c04_DAPI.tif,280
out_opt_flow_registered_X15_Y13_c03_DAPI.tif,276
out_opt_flow_registered_X16_Y0_c02_DAPI.tif,99
out_opt_flow_registered_X16_Y0_c03_DAPI.tif,86
out_opt_flow_registered_X18_Y4_c01_DAPI.tif,239
out_opt_flow_registered_X18_Y14_c01_DAPI.tif,247
